datetime,station_id,totalDemand,totalSupply
2016-10-01T13:00:00.000-04:00,3415,1,1
2016-10-01T14:00:00.000-04:00,472,4,4
2016-10-01T17:00:00.000-04:00,238,4,4
2016-10-01T18:00:00.000-04:00,457,1,2
2016-10-01T22:00:00.000-04:00,537,3,1
2016-10-02T08:00:00.000-04:00,3224,2,1
2016-10-02T13:00:00.000-04:00,3175,2,3
2016-10-02T20:00:00.000-04:00,457,1,1
2016-10-03T12:00:00.000-04:00,280,2,2
2016-10-03T12:00:00.000-04:00,348,1,4
2016-10-03T15:00:00.000-04:00,347,4,1
2016-10-04T16:00:00.000-04:00,252,2,2
2016-10-04T17:00:00.000-04:00,322,2,2
2016-10-04T17:00:00.000-04:00,369,2,3
2016-10-04T18:00:00.000-04:00,285,8,7
2016-10-05T12:00:00.000-04:00,347,4,2
2016-10-05T13:00:00.000-04:00,526,2,1
2016-10-05T14:00:00.000-04:00,530,2,2
2016-10-05T16:00:00.000-04:00,3105,1,1
2016-10-05T19:00:00.000-04:00,3175,2,8
2016-10-06T07:00:00.000-04:00,461,4,3
2016-10-06T09:00:00.000-04:00,2002,5,2
2016-10-06T17:00:00.000-04:00,3346,1,2
2016-10-06T18:00:00.000-04:00,536,1,3
2016-10-07T20:00:00.000-04:00,395,1,1
2016-10-08T20:00:00.000-04:00,3427,2,2
2016-10-09T22:00:00.000-04:00,346,1,1
2016-10-10T12:00:00.000-04:00,3344,2,1
2016-10-10T15:00:00.000-04:00,168,4,2
2016-10-10T16:00:00.000-04:00,454,1,1
2016-10-10T18:00:00.000-04:00,312,2,4
2016-10-10T22:00:00.000-04:00,369,1,1
2016-10-11T10:00:00.000-04:00,3165,2,1
2016-10-11T17:00:00.000-04:00,2004,5,6
2016-10-11T21:00:00.000-04:00,322,2,1
2016-10-12T07:00:00.000-04:00,472,3,3
2016-10-12T10:00:00.000-04:00,2003,1,2
2016-10-13T07:00:00.000-04:00,72,3,3
2016-10-13T08:00:00.000-04:00,348,2,5
2016-10-13T12:00:00.000-04:00,346,2,1
2016-10-13T13:00:00.000-04:00,252,2,1
2016-10-13T18:00:00.000-04:00,2012,3,4
2016-10-14T07:00:00.000-04:00,369,3,1
2016-10-14T09:00:00.000-04:00,3346,1,1
2016-10-14T11:00:00.000-04:00,490,3,2
2016-10-14T16:00:00.000-04:00,468,5,4
2016-10-14T18:00:00.000-04:00,280,3,5
2016-10-14T20:00:00.000-04:00,3076,1,1
2016-10-15T11:00:00.000-04:00,168,4,5
2016-10-15T13:00:00.000-04:00,3158,2,6
2016-10-15T13:00:00.000-04:00,3338,1,1
2016-10-15T16:00:00.000-04:00,2003,3,4
2016-10-16T15:00:00.000-04:00,3077,1,1
2016-10-17T16:00:00.000-04:00,3148,1,3
2016-10-18T13:00:00.000-04:00,3002,1,1
2016-10-18T13:00:00.000-04:00,3357,1,1
2016-10-18T17:00:00.000-04:00,168,7,3
2016-10-19T15:00:00.000-04:00,3359,2,1
2016-10-19T17:00:00.000-04:00,3135,2,2
2016-10-19T23:00:00.000-04:00,3255,3,2
2016-10-20T12:00:00.000-04:00,252,2,3
2016-10-20T19:00:00.000-04:00,252,1,1
2016-10-21T18:00:00.000-04:00,409,2,2
2016-10-21T22:00:00.000-04:00,3427,2,1
2016-10-23T17:00:00.000-04:00,526,1,4
2016-10-25T07:00:00.000-04:00,472,5,6
2016-10-25T09:00:00.000-04:00,3002,1,6
2016-10-26T07:00:00.000-04:00,461,4,3
